,tenure,OnlineSecurity,Contract,MonthlyCharges,TotalCharges
5661,4.0,1,0,19.85,4256
2230,45.0,1,2,20.35,5326
5842,13.0,2,0,78.75,5442
3654,28.0,0,0,89.9,1783
494,1.0,1,0,20.4,1398
295,1.0,1,0,20.25,1395
1321,60.0,2,1,65.85,2826
2398,2.0,0,0,30.25,4259
5241,55.0,0,1,64.2,2647
4748,22.0,1,1,20.3,3316
952,22.0,2,0,55.1,411
2617,1.0,1,0,19.6,1284
5442,61.0,1,2,25.0,787
836,62.0,2,1,71.4,3193
314,5.0,0,0,80.6,2974
1915,24.0,0,0,51.1,438
4098,1.0,1,0,20.2,1394
2519,2.0,0,0,91.45,1056
2197,66.0,0,0,63.85,3048
6517,6.0,0,0,54.85,2595
6737,63.0,0,2,109.25,4512
5453,60.0,2,2,61.35,2718
883,67.0,2,1,111.25,4818
6289,67.0,2,2,116.2,4906
6577,70.0,0,2,72.95,3693
2478,4.0,0,0,44.55,1577
5012,12.0,1,0,20.1,1607
5780,53.0,1,1,20.2,116
3269,65.0,1,1,24.8,925
6373,44.0,0,0,92.95,2948
1778,72.0,1,2,24.75,1231
2018,1.0,0,0,45.3,3202
3306,3.0,0,0,80.0,1762
2416,27.0,0,1,100.5,1990
5484,69.0,0,2,99.35,4519
5536,9.0,0,0,34.7,2166
516,28.0,2,1,54.3,858
488,0.0,2,2,52.55,0
6335,14.0,0,0,69.65,5313
2603,72.0,2,2,114.9,5169
1979,45.0,1,2,20.0,5239
6457,17.0,2,1,44.45,4983
5747,32.0,2,1,72.8,1691
4705,6.0,2,0,78.95,3511
4988,26.0,1,1,19.2,3272
5953,1.0,2,0,50.7,3550
280,6.0,2,0,55.15,2371
2650,15.0,2,0,84.35,489
3763,4.0,0,0,80.35,2258
5366,66.0,2,2,59.75,2865
2198,17.0,0,1,61.95,124
6474,6.0,1,2,19.55,389
6168,1.0,0,0,79.25,4966
5981,38.0,1,2,20.2,4793
986,12.0,0,0,43.8,3764
3442,29.0,0,0,98.8,2080
9,62.0,2,1,56.15,2550
2351,49.0,2,2,67.4,2426
2217,66.0,2,2,89.9,4082
5775,58.0,0,2,82.5,3422
322,1.0,0,0,44.8,3146
5384,4.0,0,0,64.4,1870
6354,61.0,2,1,93.7,4024
1923,37.0,1,2,19.8,4706
3545,50.0,0,0,95.7,3358
1137,71.0,1,2,19.8,630
6250,69.0,2,2,99.15,4529
3020,33.0,2,1,34.05,197
6046,9.0,0,0,85.3,4934
4525,32.0,2,0,93.4,2179
5813,48.0,2,2,111.8,3788
4961,18.0,0,0,44.35,4880
5973,64.0,0,2,104.4,4440
3335,12.0,1,0,25.0,2322
680,1.0,0,0,80.0,5007
3292,5.0,0,0,50.95,1661
6341,13.0,2,0,100.35,571
6436,70.0,2,2,79.6,3870
1395,41.0,0,1,73.0,2201
6172,10.0,0,0,70.1,4393
5365,62.0,1,2,20.0,407
828,60.0,0,1,90.95,3793
3625,71.0,1,2,19.85,601
455,24.0,0,0,104.15,1834
6092,72.0,2,2,94.25,4517
3397,68.0,2,2,91.7,4325
3339,68.0,2,2,88.0,4202
1650,1.0,0,0,85.8,5175
6177,4.0,0,0,54.3,1343
595,12.0,2,0,61.65,4668
3244,10.0,2,0,54.5,3920
3992,70.0,2,2,84.7,4105
4363,56.0,0,0,85.6,3483
1699,42.0,1,1,20.65,5387
4297,45.0,2,2,73.55,2453
6328,70.0,2,2,89.75,4293
4045,14.0,0,0,71.0,5296
1530,2.0,0,0,90.0,1292
4213,6.0,0,0,50.8,2115
1524,63.0,0,0,109.85,4612
6764,1.0,0,0,69.2,4546
5159,9.0,0,0,76.25,4509
3937,4.0,1,0,20.15,4491
3517,70.0,2,1,109.5,4822
5007,25.0,1,0,20.6,3768
5904,70.0,0,1,98.9,4506
2234,23.0,0,2,59.7,663
6592,26.0,0,1,59.45,807
6854,2.0,1,0,20.0,2352
2547,52.0,2,2,39.1,1374
164,11.0,1,1,20.6,1689
6052,41.0,2,2,78.45,2300
1143,18.0,0,0,56.8,130
1016,71.0,2,2,80.1,3868
6401,3.0,2,0,55.1,853
1867,3.0,0,0,83.75,1819
1477,61.0,2,1,106.0,4369
637,68.0,2,2,70.9,3489
5145,66.0,1,1,25.7,1062
2411,60.0,2,2,84.95,3533
3693,37.0,2,1,64.65,1703
2367,1.0,0,0,85.55,5174
1687,12.0,1,1,26.4,2314
1102,3.0,0,0,56.15,1017
5921,27.0,0,1,78.2,1476
577,9.0,0,0,70.5,4092
6525,55.0,1,2,20.5,293
4445,63.0,2,2,98.0,4222
6499,1.0,1,0,20.3,1396
5830,30.0,1,1,25.35,4695
5698,21.0,0,0,104.4,1531
5120,7.0,2,1,49.75,2427
4224,71.0,1,2,19.6,671
4958,59.0,2,0,94.75,3873
4318,56.0,0,1,75.75,3057
879,33.0,0,0,54.65,1001
5023,1.0,0,0,70.3,4599
2672,27.0,1,1,20.1,3891
3506,19.0,2,0,84.75,984
2181,50.0,0,1,84.15,2984
4178,68.0,2,2,56.4,2836
3769,40.0,1,0,26.2,132
2201,36.0,2,1,85.85,2202
1406,66.0,1,2,25.3,1010
1614,67.0,2,2,50.95,2577
5174,7.0,0,0,80.3,3689
646,1.0,0,0,45.7,3208
2032,15.0,0,0,88.15,624
632,72.0,2,2,89.85,4378
6654,7.0,0,0,86.5,4011
2239,67.0,2,2,35.7,1885
1691,60.0,1,2,19.65,270
4458,38.0,0,0,94.65,2643
2873,25.0,0,0,94.7,1716
3882,4.0,0,0,44.8,1118
1876,47.0,0,1,95.2,3262
1480,39.0,0,1,35.55,498
3221,3.0,0,0,29.75,5396
3589,31.0,0,0,59.7,1192
1453,31.0,0,0,94.5,2178
1878,3.0,1,0,20.75,4442
3958,16.0,0,0,73.85,456
3986,66.0,2,2,96.6,4324
3056,50.0,2,2,70.5,2549
1174,14.0,0,1,54.25,4899
5827,34.0,0,0,90.05,2282
5200,70.0,0,1,106.5,4759
902,17.0,2,0,93.85,956
1407,8.0,2,2,44.55,2509
6524,10.0,0,0,95.2,5335
3948,56.0,0,1,88.9,3524
3576,72.0,1,1,23.3,953
6216,58.0,2,2,71.6,3027
2608,7.0,2,0,34.5,2064
1305,28.0,0,0,59.55,977
3147,15.0,2,0,101.75,1003
1422,70.0,2,2,113.05,4950
3867,26.0,0,2,73.5,1302
4362,49.0,1,1,20.7,60
3523,72.0,2,2,112.1,4993
5391,6.0,0,1,49.25,1895
3768,55.0,0,0,77.75,3050
5991,16.0,2,0,94.25,772
175,34.0,1,0,24.7,4927
4288,3.0,0,0,91.85,1910
5951,37.0,0,0,100.3,2591
3338,12.0,0,0,89.4,171
884,49.0,2,1,35.8,1140
2193,56.0,1,1,21.2,387
3012,54.0,2,2,65.65,2607
5237,26.0,0,0,54.75,650
5003,11.0,0,0,74.35,5129
504,69.0,2,2,79.45,3825
6800,14.0,2,1,105.95,560
5393,1.0,0,0,70.6,4604
1664,46.0,0,0,96.05,3131
6423,72.0,1,2,24.25,1145
751,70.0,2,2,80.15,3879
4735,44.0,0,1,85.25,2694
5977,57.0,1,2,20.65,216
3496,25.0,2,0,74.3,1345
2803,43.0,1,2,19.65,4916
4511,17.0,0,1,80.85,726
4120,26.0,0,1,78.95,1446
4612,65.0,0,2,45.25,2151
4955,1.0,0,0,69.4,4549
6463,59.0,2,1,69.1,2924
2594,65.0,0,2,107.65,4643
6495,1.0,0,0,69.65,4553
6105,52.0,2,1,111.25,4052
1912,44.0,1,1,20.5,5208
4888,44.0,2,1,106.05,3222
1370,27.0,1,2,20.25,3750
3344,10.0,0,0,74.15,5056
3558,28.0,0,1,92.2,1907
3015,59.0,2,2,86.75,3646
4153,27.0,1,1,20.3,4076
838,36.0,2,0,79.2,2103
3370,53.0,2,0,48.7,1836
4013,2.0,0,0,54.35,280
898,12.0,2,0,98.9,209
528,35.0,1,2,19.6,4524
3776,43.0,0,1,56.35,1741
1846,19.0,1,1,18.8,2063
1018,4.0,0,0,40.05,947
3918,20.0,0,0,90.2,1129
4760,66.0,2,1,75.1,3562
773,5.0,2,0,88.9,3248
145,65.0,2,2,99.05,4322
535,12.0,0,0,89.55,38
3690,24.0,0,0,54.15,391
1969,60.0,2,2,53.6,2379
6964,49.0,0,1,56.3,2060
5022,71.0,2,2,109.3,4913
3475,2.0,1,1,20.3,2287
6580,49.0,0,1,78.0,2756
2520,34.0,2,2,84.75,2092
930,16.0,0,0,75.1,346
3065,1.0,0,0,45.8,3210
4755,33.0,0,0,91.25,2171
4041,46.0,2,2,60.75,2121
4923,52.0,2,0,49.75,1876
2944,12.0,2,0,50.95,4139
5266,37.0,2,1,58.75,1582
1310,34.0,0,0,97.65,2358
4687,22.0,0,0,94.7,1313
6363,9.0,2,0,74.85,4640
4196,70.0,1,2,24.05,1123
3284,40.0,0,0,84.9,2467
6078,55.0,2,1,90.15,3494
4789,1.0,0,0,71.1,4647
1909,7.0,1,1,20.65,791
2923,54.0,2,0,89.8,3314
4487,4.0,1,1,24.1,4722
6528,70.0,1,2,20.35,741
2041,7.0,1,2,19.45,981
1052,40.0,0,1,80.75,2359
4250,63.0,2,1,104.5,4395
1103,54.0,0,1,105.2,3899
5511,70.0,2,2,76.95,3703
431,72.0,2,2,65.2,3393
3405,64.0,2,0,86.8,3730
3709,1.0,0,0,50.75,3551
5534,21.0,2,0,80.35,1106
1643,37.0,0,0,90.35,2502
1243,1.0,0,0,45.3,3202
3382,72.0,1,2,25.55,1242
1975,21.0,1,2,19.6,2813
2994,62.0,2,2,38.6,1702
4469,50.0,2,1,90.1,3255
3900,35.0,1,1,19.65,4641
6522,43.0,2,0,34.0,803
2503,44.0,1,1,20.6,5318
5348,25.0,2,1,40.65,5410
6872,63.0,2,1,81.15,3668
1981,58.0,0,0,102.1,4034
5577,51.0,1,1,19.1,14
2983,71.0,2,2,89.9,4333
2732,4.0,1,0,20.4,5356
3549,61.0,2,2,68.05,2979
6406,39.0,0,0,50.65,1301
6660,1.0,0,0,69.15,4545
3678,16.0,2,0,84.9,634
6079,25.0,0,0,54.1,589
2592,12.0,1,0,19.45,1807
6142,42.0,0,0,50.25,1583
3743,4.0,2,0,49.35,1561
6249,3.0,0,0,74.5,1543
6745,54.0,0,0,100.1,3786
4845,20.0,2,2,39.4,5095
4023,42.0,1,1,19.8,5168
3291,24.0,2,0,55.15,510
6125,13.0,0,0,102.25,572
4205,24.0,2,2,78.6,1215
2031,5.0,0,0,25.05,405
5097,35.0,2,0,96.75,2491
3777,47.0,1,2,19.3,5255
2766,64.0,2,1,115.0,4758
731,5.0,1,0,20.35,5310
1791,44.0,2,1,61.5,2025
5770,37.0,2,1,68.1,1824
4876,10.0,2,0,104.4,146
6388,1.0,1,0,20.4,1398
4008,51.0,0,1,56.15,2125
6003,71.0,2,2,93.2,4348
5500,60.0,2,2,60.5,2689
4406,37.0,2,0,78.9,2176
705,25.0,2,0,79.85,1424
6306,71.0,2,1,116.3,5117
6281,6.0,1,1,20.6,264
3418,54.0,2,0,109.55,4178
650,3.0,0,0,69.55,1599
5674,64.0,0,2,49.85,2365
1326,43.0,2,1,51.25,1527
2014,13.0,0,0,61.8,4815
1240,25.0,1,0,20.15,3744
2335,5.0,2,0,55.8,2040
1400,3.0,1,0,19.95,3997
3404,35.0,2,1,55.6,1427
147,1.0,0,0,45.65,3207
913,12.0,1,1,20.05,1987
6762,35.0,0,0,55.0,1420
6234,58.0,1,2,25.3,765
4410,16.0,0,0,94.65,750
1027,47.0,2,1,94.9,3286
150,8.0,0,0,68.55,3902
5705,1.0,1,0,19.65,1285
6725,37.0,1,0,19.5,5030
6670,0.0,0,2,73.35,0
6949,32.0,0,1,36.25,254
793,34.0,2,2,67.65,1695
5362,65.0,1,2,24.75,1064
5242,20.0,0,0,88.7,1121
4967,3.0,0,0,63.6,862
1216,54.0,1,2,20.4,163
1080,32.0,1,2,20.05,4189
5857,17.0,0,0,88.25,748
6395,41.0,0,1,102.6,3014
6288,2.0,0,0,79.45,732
4,2.0,0,0,70.7,811
3670,33.0,1,0,24.25,5138
3751,60.0,2,0,109.45,4383
3199,68.0,1,2,25.5,1190
2996,18.0,2,0,60.6,260
6229,72.0,0,2,85.45,4227
4616,21.0,0,0,54.6,215
5932,5.0,0,0,94.45,3530
5736,1.0,1,0,20.05,1391
2073,14.0,1,0,19.9,2086
1398,24.0,2,0,84.35,1333
3911,18.0,2,0,49.4,5228
722,4.0,0,0,85.95,2750
4516,72.0,2,2,87.55,4336
4477,19.0,2,1,48.95,5385
4972,71.0,1,2,25.05,1249
1054,40.0,0,0,97.1,2695
2394,71.0,0,1,79.05,3854
3329,18.0,0,0,50.3,5287
5926,6.0,2,0,78.65,3424
6277,2.0,1,0,20.35,2418
1420,60.0,0,0,99.8,4100
1196,66.0,2,2,85.25,3845
3242,5.0,1,2,20.45,104
5396,35.0,1,1,20.1,4327
4608,55.0,0,2,77.8,3084
2853,60.0,0,1,79.2,3385
4934,72.0,2,2,110.75,4904
5740,69.0,2,2,39.1,2057
4954,1.0,0,0,90.85,5275
3539,8.0,0,0,45.15,3121
663,65.0,2,2,69.55,3178
2956,51.0,0,0,99.0,3578
6034,7.0,1,1,20.25,462
2221,71.0,2,2,64.05,3196
678,3.0,0,0,107.95,2305
3367,52.0,2,2,89.25,3305
5214,2.0,0,0,73.55,733
3812,17.0,1,1,19.65,2570
970,1.0,0,0,90.55,5272
4862,2.0,0,0,70.95,585
1715,46.0,1,2,19.4,5404
3054,67.0,0,1,106.6,4701
194,59.0,1,2,19.3,320
3608,39.0,0,0,75.25,2214
2040,71.0,2,2,90.55,4316
3481,4.0,0,0,50.7,1519
6963,9.0,0,0,102.6,5266
5663,37.0,0,0,95.25,2432
4629,13.0,1,0,19.3,2065
3279,23.0,2,1,57.2,681
2292,54.0,2,2,91.3,3522
6543,62.0,2,1,54.75,2508
716,71.0,0,2,58.25,2969
2188,29.0,0,0,31.2,5319
2498,27.0,0,0,53.8,619
158,16.0,2,2,64.25,45
4068,14.0,1,1,19.5,2020
3989,8.0,2,0,38.5,2424
7014,41.0,0,0,89.2,2658
3568,21.0,0,0,99.15,1348
1205,1.0,0,0,74.9,4769
2772,67.0,2,2,74.0,3447
233,72.0,1,2,20.25,888
1388,12.0,0,0,58.35,4773
6121,8.0,1,2,19.5,912
864,22.0,0,0,94.65,1502
6728,72.0,2,2,115.15,5131
763,72.0,2,2,66.85,3378
5130,8.0,2,0,30.45,1636
384,48.0,0,2,108.1,3592
4099,6.0,2,0,29.45,931
6780,13.0,0,0,44.8,3871
1302,45.0,2,2,81.0,2586
3085,3.0,0,0,105.35,2374
7027,13.0,0,0,73.35,5339
1313,47.0,0,0,109.55,3618
3040,71.0,0,2,108.6,4883
2662,2.0,0,0,49.25,5271
1517,56.0,2,1,100.55,3830
16,52.0,1,1,20.65,42
3745,7.0,0,0,94.25,4437
7017,51.0,1,2,20.65,36
5572,70.0,2,2,74.8,3726
5707,2.0,0,0,45.55,5144
1007,2.0,0,0,68.95,315
3687,19.0,0,1,100.0,1265
6733,27.0,2,0,50.35,658
1182,57.0,2,0,53.75,2349
5883,13.0,1,0,20.3,2043
282,1.0,1,0,25.4,1847
4021,1.0,1,0,20.5,1400
2989,1.0,1,0,19.2,1277
709,29.0,0,0,80.1,1594
4116,20.0,1,1,19.7,2837
2050,71.0,2,2,47.6,2474
1283,72.0,2,2,105.5,4828
4129,34.0,0,0,84.05,2134
5477,72.0,2,2,84.2,4102
1175,13.0,2,0,80.0,55
7013,40.0,0,0,93.4,2715
3281,49.0,0,2,94.8,3335
6903,35.0,0,1,69.0,1794
5682,1.0,0,0,35.0,2555
6783,21.0,2,2,53.15,303
1481,72.0,2,2,65.1,3377
6325,17.0,2,0,91.85,898
6622,2.0,0,0,62.05,296
1860,71.0,1,2,19.45,599
4775,24.0,0,0,99.3,1781
6939,35.0,2,1,89.2,2394
1583,6.0,0,0,48.95,2036
6884,3.0,0,0,35.15,5432
200,27.0,2,1,101.9,1997
4872,72.0,2,2,84.9,4145
1177,46.0,2,2,79.2,2627
4544,1.0,0,0,80.55,5014
3880,26.0,0,1,82.0,1483
3440,71.0,2,2,90.55,4231
4527,39.0,0,2,80.45,2355
5327,30.0,1,2,19.7,4103
5982,15.0,1,1,19.8,2235
3551,1.0,0,0,79.6,4971
2657,29.0,2,0,66.1,1310
124,4.0,1,0,20.85,4217
3076,6.0,2,0,56.25,2800
3823,72.0,2,2,78.85,3979
319,35.0,0,0,91.5,2378
4700,2.0,0,0,45.85,84
5040,20.0,0,0,96.8,1193
1758,68.0,1,2,20.05,612
6656,48.0,1,2,23.55,287
1997,67.0,0,2,105.65,4451
5618,11.0,1,0,20.35,1525
5666,35.0,2,1,53.15,1327
4779,19.0,0,0,96.8,1103
2053,47.0,0,0,83.35,2914
3833,12.0,0,0,74.75,5100
5400,33.0,0,0,70.4,1759
1405,1.0,0,0,76.0,4849
2722,32.0,1,2,18.95,4184
2034,41.0,2,1,60.3,1860
3807,24.0,0,0,104.65,1884
2489,68.0,2,1,78.45,3735
4903,5.0,0,0,90.8,3257
6867,67.0,1,2,19.95,502
3732,23.0,2,2,77.15,1116
5458,7.0,2,0,51.0,2588
4462,16.0,0,0,88.45,678
6519,63.0,0,1,91.35,3981
2479,56.0,2,2,75.85,3043
5985,57.0,0,1,74.6,3112
4373,25.0,1,1,20.05,3653
6934,71.0,0,2,104.15,4748
780,71.0,0,2,73.35,3635
333,7.0,0,0,73.85,3611
4037,59.0,1,2,25.45,843
4866,16.0,0,0,63.05,113
6651,29.0,2,0,67.45,1171
2171,2.0,0,0,60.85,188
5683,39.0,0,0,50.75,1422
7025,18.0,0,0,95.05,1015
2872,42.0,1,2,22.95,30
2368,72.0,2,2,117.15,5179
3569,17.0,1,1,19.95,2288
615,15.0,0,0,48.85,4267
2223,28.0,0,0,89.95,1951
2096,1.0,1,0,19.3,1279
3492,3.0,0,0,29.2,5423
3864,30.0,0,0,100.2,2185
182,8.0,0,0,84.5,4411
2400,9.0,2,0,93.0,5224
1668,45.0,2,0,115.65,3620
3376,1.0,1,0,19.4,1280
819,70.0,2,2,88.0,4101
2159,15.0,1,2,25.05,2683
3023,72.0,2,2,89.7,4283
4073,14.0,2,0,65.45,5349
5141,5.0,1,0,19.25,5198
1397,4.0,0,0,82.85,2346
3924,48.0,0,1,82.05,2892
765,11.0,0,0,35.8,2649
4294,12.0,2,1,85.15,5420
2333,57.0,2,0,65.2,2680
241,72.0,0,2,109.2,4952
3515,17.0,2,0,55.5,5342
2804,9.0,0,1,24.1,1923
5277,6.0,0,0,89.3,3984
945,3.0,0,0,74.4,1526
5397,6.0,0,0,84.85,3674
5063,21.0,0,0,82.35,1226
3904,34.0,1,0,20.8,4288
250,51.0,2,1,93.5,3289
4209,44.0,0,0,54.9,1890
5928,61.0,1,2,19.75,501
6652,36.0,1,2,18.55,4538
2095,1.0,0,0,79.95,4976
3333,12.0,1,2,19.35,1510
2064,30.0,1,1,19.55,4155
6228,70.0,2,1,64.95,3258
6320,30.0,0,1,64.5,1377
4165,6.0,0,0,87.95,3665
1055,36.0,1,1,19.55,4220
5685,45.0,1,2,19.2,5281
4913,14.0,2,2,76.1,92
2612,14.0,0,0,80.45,239
863,3.0,0,0,95.1,2258
6959,38.0,0,1,89.1,2449
3596,3.0,2,0,55.35,980
4432,37.0,2,2,40.55,625
1982,14.0,1,0,19.95,1994
4142,67.0,2,1,60.5,2785
4293,14.0,0,0,89.8,221
1570,23.0,1,2,20.4,3391
5592,13.0,1,2,19.75,1970
6749,70.0,2,1,79.4,3840
2235,41.0,2,1,78.35,2366
6299,52.0,0,2,80.95,3028
4508,22.0,1,0,19.9,2870
3961,8.0,0,0,29.25,1639
6916,44.0,1,2,19.55,5081
4484,1.0,0,0,70.35,4600
4128,57.0,0,0,39.3,1507
2413,7.0,2,2,49.65,2245
823,5.0,0,0,63.95,2338
5738,1.0,1,0,20.6,1402
6441,17.0,2,0,55.35,5311
4491,1.0,1,0,19.75,1287
5306,19.0,0,0,83.65,755
5694,33.0,0,1,51.45,1115
6647,71.0,2,2,77.55,3863
6698,40.0,0,1,89.6,2551
875,3.0,0,0,34.8,229
1558,16.0,0,0,95.6,871
6098,21.0,2,1,75.9,860
3215,41.0,0,0,80.25,2515
4825,22.0,0,0,83.05,1164
1592,42.0,0,0,77.95,2479
6607,1.0,0,0,25.3,1845
6615,9.0,0,0,50.1,3428
2700,35.0,0,0,24.15,5058
3959,59.0,0,1,61.35,2657
6719,72.0,1,2,25.75,1239
2468,4.0,0,0,48.55,1416
1863,6.0,1,1,25.1,1054
2013,31.0,1,1,20.1,4036
6555,18.0,1,1,19.65,2934
6941,61.0,2,1,50.7,2268
6974,51.0,0,1,98.85,3514
4352,64.0,2,0,91.8,4084
6198,25.0,1,2,25.5,4260
5881,34.0,2,1,79.95,2031
3234,24.0,1,2,19.7,3229
3679,1.0,1,0,20.1,1392
1940,63.0,2,1,71.5,3266
3275,14.0,1,2,20.4,2141
3157,9.0,0,0,44.95,3076
3790,2.0,1,1,19.3,2073
3973,43.0,2,1,60.4,1963
2083,1.0,1,0,20.15,1393
6355,68.0,2,2,110.25,4713
1301,66.0,2,2,58.2,2752
5564,35.0,2,2,55.25,1319
3889,13.0,1,1,19.3,1922
2030,2.0,2,0,60.95,545
2120,55.0,1,2,21.0,341
5029,7.0,2,0,50.3,2595
6157,3.0,1,0,19.85,4315
710,1.0,1,0,19.55,1283
3350,1.0,0,0,44.15,3135
1065,23.0,2,0,90.05,1541
1805,72.0,2,2,64.45,3356
6183,44.0,0,1,54.3,1677
255,67.0,0,2,59.55,2928
5387,4.0,0,0,30.5,297
1073,7.0,0,0,98.05,4666
5394,48.0,0,0,105.1,3600
635,65.0,0,0,105.5,4587
1260,2.0,0,0,50.3,5310
4599,52.0,0,1,50.95,1940
3230,63.0,1,2,19.55,399
6704,59.0,0,1,106.15,4242
6082,59.0,0,0,101.1,4132
1911,72.0,2,2,106.1,4872
3328,1.0,0,0,70.25,4598
3277,13.0,1,1,20.0,1549
993,10.0,1,2,26.1,1626
4375,66.0,2,1,114.3,4753
2955,7.0,0,0,93.85,4287
5519,1.0,2,0,55.7,3820
3728,67.0,2,1,88.8,4050
5863,21.0,0,0,97.35,1509
248,1.0,2,0,48.55,3400
3723,18.0,1,0,20.45,2608
2749,34.0,0,1,77.2,2046
4269,17.0,2,0,90.2,738
5373,71.0,0,2,105.25,4719
5420,70.0,2,2,114.3,5093
499,12.0,2,0,99.7,386
6751,52.0,1,2,19.65,48
6330,23.0,0,0,90.15,1452
1820,6.0,0,0,45.65,2375
3236,16.0,0,0,55.3,5229
2455,5.0,0,0,89.35,3283
6318,12.0,1,0,21.05,1712
6569,8.0,1,2,19.5,945
3088,46.0,2,2,81.0,2768
86,35.0,2,1,62.15,1598
4652,23.0,1,1,19.65,3390
2495,38.0,1,1,20.25,5066
6352,42.0,2,0,94.4,2878
621,62.0,2,1,92.05,3972
481,48.0,2,0,45.3,1521
5844,2.0,0,0,70.4,854
4781,53.0,1,2,19.5,85
5877,53.0,2,1,106.95,3988
1320,32.0,2,1,94.8,2306
1083,2.0,0,0,80.95,1055
433,12.0,0,0,45.4,3645
1244,15.0,1,0,19.4,2120
1551,22.0,1,2,25.25,3913
4551,56.0,0,0,96.95,3780
5461,62.0,2,2,65.1,2769
4007,55.0,1,2,25.7,721
5905,1.0,0,0,85.0,5170
1221,9.0,0,0,24.6,1293
2393,33.0,2,1,103.7,2531
5158,72.0,1,2,24.75,1131
201,14.0,0,0,80.05,196
6818,3.0,2,2,71.1,1513
5769,71.0,2,2,109.0,4874
1826,65.0,0,0,90.65,4069
4602,67.0,1,2,26.1,1117
6291,59.0,2,1,79.85,3394
3144,6.0,1,0,18.95,177
4146,35.0,0,0,75.2,1913
1250,56.0,0,2,103.2,3967
3694,67.0,2,2,108.75,4676
4725,1.0,0,0,62.05,4214
1928,31.0,1,0,19.55,4386
2362,49.0,2,0,39.2,1202
3783,66.0,0,0,105.2,4571
43,63.0,2,2,79.85,3444
4807,34.0,2,2,116.15,2835
957,4.0,2,0,56.75,1801
3075,71.0,0,1,105.7,4798
1799,10.0,2,0,98.7,5413
6595,71.0,2,2,82.55,4018
1662,5.0,0,0,69.75,2385
3143,13.0,0,0,72.8,5334
3390,56.0,1,1,19.95,218
2471,53.0,0,0,98.4,3630
303,68.0,0,2,60.3,2932
2494,35.0,0,0,75.35,1958
2847,26.0,0,0,79.3,1425
757,3.0,1,0,19.85,3929
2933,68.0,1,2,24.0,1000
6487,61.0,0,2,94.35,3932
3463,37.0,2,0,91.15,2468
805,72.0,0,2,76.8,3800
4658,8.0,0,0,44.45,2686
4261,57.0,0,1,54.65,2309
3847,10.0,1,0,20.0,1371
1861,1.0,0,0,45.95,3212
1542,46.0,1,2,21.1,5347
2297,54.0,0,1,110.35,4037
5591,4.0,0,0,88.45,2693
3604,38.0,1,0,19.6,4681
3280,55.0,2,2,58.6,2255
232,1.0,2,0,84.6,5146
2175,30.0,0,0,85.15,1900
1200,37.0,0,1,104.5,2729
3294,1.0,0,0,69.1,4544
2477,3.0,2,0,86.05,1792
3077,45.0,2,2,53.3,1667
1327,59.0,0,1,99.5,4085
599,65.0,1,2,20.4,664
3485,2.0,0,0,73.25,499
5823,22.0,1,0,20.05,3343
4938,17.0,2,0,89.4,849
4059,2.0,0,0,65.7,543
5465,26.0,0,1,56.05,866
1444,41.0,2,2,111.15,3217
6077,62.0,2,2,113.95,4542
6391,38.0,0,1,78.95,2105
2929,40.0,2,1,40.25,884
6743,10.0,1,0,24.0,1637
2878,22.0,0,0,87.0,1224
951,8.0,0,0,75.6,3741
2039,22.0,0,0,79.35,1081
161,20.0,2,0,82.4,914
3502,44.0,2,1,54.0,1793
3808,3.0,1,0,19.3,3760
4127,56.0,1,2,24.8,684
6701,28.0,0,1,100.35,2071
5320,37.0,2,2,61.45,1671
6421,21.0,2,2,71.05,832
591,46.0,1,1,24.9,289
6888,3.0,0,0,80.7,1737
3716,11.0,0,0,102.0,248
4521,46.0,2,0,45.55,1461
6252,50.0,2,0,39.45,1436
6292,39.0,0,1,100.0,2762
6484,37.0,2,1,90.6,2459
1062,34.0,0,0,50.2,1183
